    Year,Season,ranker,player,games,games_started,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg2_per_g,fg2a_per_g,fg2_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
2015,2014-2015,6,Amile Jefferson,39,26,21.3,2.4,3.8,.631,2.4,3.8,.631,0.0,0.0,,1.3,2.4,.554,2.3,3.5,5.8,0.8,0.6,0.7,1.1,1.9,6.1
2015,2014-2015,7,Matt Jones,39,14,21.7,2.2,5.3,.410,1.1,2.5,.448,1.1,2.8,.376,0.6,0.9,.714,0.9,1.5,2.3,1.0,0.9,0.1,0.7,1.7,6.0
2015,2014-2015,8,Grayson Allen,35,0,9.2,1.3,3.0,.425,0.8,1.5,.500,0.5,1.5,.346,1.3,1.5,.849,0.3,0.7,1.0,0.4,0.3,0.1,0.4,1.2,4.4
2015,2014-2015,9,Semi Ojeleye,6,0,10.5,0.8,3.0,.278,0.2,0.3,.500,0.7,2.7,.250,0.7,1.2,.571,0.5,1.8,2.3,0.2,0.5,0.0,0.0,1.8,3.0
2015,2014-2015,10,Marshall Plumlee,39,0,9.6,0.8,1.1,.762,0.8,1.1,.756,0.0,0.0,1.000,0.6,0.8,.710,1.0,1.4,2.4,0.3,0.2,0.6,0.4,1.5,2.2
2015,2014-2015,11,Nick Pagliuca,11,0,1.6,0.1,0.5,.200,0.0,0.1,.000,0.1,0.4,.250,0.0,0.0,,0.2,0.2,0.4,0.1,0.0,0.0,0.0,0.4,0.3
2015,2014-2015,12,Sean Kelly,10,0,1.2,0.0,0.1,.000,0.0,0.0,,0.0,0.1,.000,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2014,2013-2014,1,Jabari Parker,35,35,30.7,6.7,14.3,.473,5.7,11.2,.504,1.1,3.0,.358,4.6,6.1,.748,3.0,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1
2014,2013-2014,2,Rodney Hood,35,33,32.9,5.5,11.8,.464,3.4,6.9,.494,2.0,4.8,.420,3.1,3.9,.807,0.8,3.1,3.9,2.1,0.7,0.3,1.5,2.6,16.1
2014,2013-2014,3,Quinn Cook,35,22,29.8,3.9,9.1,.432,2.1,4.1,.507,1.9,5.0,.371,1.9,2.3,.827,0.4,1.8,2.2,4.4,1.3,0.0,1.6,1.9,11.6
2014,2013-2014,4,Rasheed Sulaimon,34,17,25.6,2.9,7.2,.402,1.6,4.1,.397,1.3,3.1,.410,2.8,3.7,.768,0.5,1.9,2.4,2.4,0.8,0.0,1.1,2.2,9.9
2014,2013-2014,5,Andre Dawkins,33,4,13.7,2.5,5.7,.444,0.6,1.1,.541,1.9,4.6,.421,0.9,1.1,.811,0.2,1.1,1.3,0.4,0.5,0.2,0.5,1.3,7.9
2014,2013-2014,6,Amile Jefferson,35,26,22.7,2.7,4.2,.644,2.7,4.2,.644,0.0,0.0,,1.1,2.3,.494,2.9,4.0,6.9,1.0,0.7,0.6,0.7,2.7,6.5
2014,2013-2014,7,Tyler Thornton,35,25,21.3,0.9,2.1,.427,0.1,0.4,.333,0.8,1.7,.450,0.5,0.6,.857,0.5,1.4,1.8,2.4,1.3,0.0,0.7,2.9,3.1
2014,2013-2014,8,Matt Jones,32,4,7.3,0.5,1.6,.294,0.4,0.9,.400,0.1,0.7,.143,0.7,1.3,.561,0.3,0.5,0.8,0.2,0.3,0.0,0.1,0.8,1.8
2014,2013-2014,9,Semi Ojeleye,17,0,4.7,0.4,0.8,.500,0.2,0.4,.429,0.2,0.4,.571,0.6,0.6,.909,0.4,0.5,0.9,0.1,0.2,0.2,0.3,0.4,1.6
2014,2013-2014,10,Josh Hairston,30,9,9.5,0.6,1.2,.486,0.6,1.1,.500,0.0,0.0,.000,0.3,0.5,.643,0.7,0.6,1.3,0.4,0.1,0.1,0.3,2.2,1.4
2014,2013-2014,11,Marshall Plumlee,30,0,8.4,0.5,1.0,.552,0.5,1.0,.552,0.0,0.0,,0.2,0.6,.353,1.2,1.0,2.2,0.3,0.2,0.6,0.3,1.0,1.3
2014,2013-2014,12,Alex Murphy,5,0,6.6,0.2,1.2,.167,0.0,0.2,.000,0.2,1.0,.200,0.4,0.8,.500,0.4,0.6,1.0,0.4,0.0,0.0,0.2,0.6,1.0
2014,2013-2014,13,Nick Pagliuca,3,0,1.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,0.3,0.7,.500,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.3
2014,2013-2014,14,Todd Zafirovski,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0
2013,2012-2013,1,Seth Curry,35,35,32.3,5.6,12.1,.465,2.9,5.9,.493,2.7,6.2,.438,3.5,4.3,.809,0.6,2.0,2.5,1.5,0.9,0.2,1.2,1.7,17.5
2013,2012-2013,2,Mason Plumlee,36,36,34.7,6.1,10.3,.599,6.1,10.3,.599,0.0,0.0,,4.8,7.1,.681,2.7,7.2,9.9,1.9,1.0,1.4,2.9,2.6,17.1
2013,2012-2013,3,Ryan Kelly,23,23,28.9,4.2,9.2,.453,2.7,5.6,.473,1.5,3.6,.422,3.0,3.7,.812,1.6,3.7,5.3,1.7,0.7,1.6,1.0,2.4,12.9
2013,2012-2013,4,Quinn Cook,36,34,33.6,4.2,10.1,.416,2.7,6.2,.430,1.5,3.9,.393,1.8,2.0,.877,0.5,3.3,3.8,5.3,1.4,0.1,2.2,2.7,11.7
2013,2012-2013,5,Rasheed Sulaimon,36,33,29.2,3.8,9.0,.424,2.4,5.3,.461,1.4,3.7,.371,2.6,3.2,.802,0.5,2.9,3.4,1.9,0.8,0.1,1.3,2.2,11.6
2013,2012-2013,6,Amile Jefferson,32,7,12.7,1.6,2.9,.543,1.6,2.9,.543,0.0,0.0,,0.8,1.3,.610,1.3,1.6,2.9,0.2,0.4,0.5,0.4,1.7,4.0
2013,2012-2013,7,Tyler Thornton,36,6,22.0,1.1,2.8,.406,0.3,0.6,.455,0.9,2.2,.392,0.5,0.7,.680,0.5,1.8,2.3,2.2,1.3,0.1,1.1,2.8,3.6
2013,2012-2013,8,Josh Hairston,35,6,12.7,1.0,2.3,.450,1.0,2.3,.456,0.0,0.0,.000,0.5,0.7,.692,0.8,1.3,2.1,0.2,0.1,0.2,0.5,2.4,2.6
2013,2012-2013,9,Alex Murphy,31,0,6.3,0.9,1.8,.491,0.7,1.0,.710,0.2,0.8,.208,0.2,0.4,.417,0.3,0.7,1.0,0.0,0.2,0.1,0.4,0.6,2.1
2013,2012-2013,10,Todd Zafirovski,7,0,2.3,0.3,0.6,.500,0.3,0.6,.500,0.0,0.0,,0.1,0.6,.250,0.1,0.3,0.4,0.0,0.1,0.1,0.0,0.4,0.7
2013,2012-2013,11,Marshall Plumlee,19,0,2.6,0.1,0.4,.125,0.1,0.4,.125,0.0,0.0,,0.0,0.4,.000,0.3,0.3,0.6,0.1,0.2,0.2,0.3,0.3,0.1
2012,2011-2012,1,Austin Rivers,34,33,33.2,5.1,11.8,.433,3.4,7.1,.477,1.7,4.7,.365,3.6,5.4,.658,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5
2012,2011-2012,2,Seth Curry,34,32,30.2,4.1,9.9,.420,2.3,5.0,.456,1.9,4.9,.383,3.0,3.5,.873,0.8,1.9,2.6,2.4,1.3,0.2,2.0,2.1,13.2
2012,2011-2012,3,Ryan Kelly,31,19,25.9,3.5,7.8,.444,2.2,4.6,.469,1.3,3.2,.408,3.6,4.5,.807,1.8,3.6,5.4,1.1,0.8,1.0,1.4,2.3,11.8
2012,2011-2012,4,Mason Plumlee,34,31,28.4,4.2,7.4,.572,4.2,7.4,.572,0.0,0.0,,2.7,5.2,.528,2.9,6.3,9.2,1.6,0.8,1.6,2.2,2.5,11.1
2012,2011-2012,5,Andre Dawkins,34,14,22.4,2.7,6.8,.400,0.7,1.7,.424,2.0,5.0,.392,1.0,1.4,.739,0.3,1.7,2.1,0.6,0.4,0.1,0.8,1.8,8.4
2012,2011-2012,6,Miles Plumlee,34,16,20.5,2.6,4.3,.610,2.6,4.3,.610,0.0,0.0,,1.4,2.2,.632,2.9,4.2,7.1,0.5,0.5,0.9,1.2,2.3,6.6
2012,2011-2012,7,Quinn Cook,33,4,11.7,1.4,3.5,.405,1.0,1.8,.550,0.4,1.7,.250,1.2,1.5,.776,0.2,0.8,1.0,1.9,0.4,0.1,0.5,0.8,4.4
2012,2011-2012,8,Tyler Thornton,34,19,21.1,1.1,3.0,.379,0.4,0.8,.462,0.8,2.3,.351,1.0,1.3,.750,0.5,1.4,1.9,2.0,0.9,0.0,1.0,2.8,4.1
2012,2011-2012,9,Josh Hairston,29,2,8.5,1.1,2.4,.449,1.1,2.3,.456,0.0,0.0,.000,0.6,0.8,.667,0.8,0.7,1.4,0.2,0.1,0.1,0.5,1.3,2.7
2012,2011-2012,10,Michael Gbinije,19,0,5.8,0.6,1.1,.550,0.4,0.5,.700,0.2,0.5,.400,0.4,0.4,1.000,0.3,0.6,0.8,0.2,0.2,0.1,0.4,1.0,1.7
2012,2011-2012,11,Todd Zafirovski,5,0,2.0,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.2,0.2,0.2,0.0
2011,2010-2011,1,Nolan Smith,37,37,34.0,7.0,15.4,.458,5.5,10.9,.501,1.5,4.4,.350,5.1,6.2,.813,1.2,3.3,4.5,5.1,1.2,0.1,3.2,1.9,20.6
2011,2010-2011,2,Kyrie Irving,11,8,27.5,5.0,9.5,.529,3.4,5.9,.569,1.6,3.5,.462,5.8,6.5,.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5
2011,2010-2011,3,Kyle Singler,37,37,34.8,5.9,13.8,.430,4.2,8.5,.497,1.7,5.2,.321,3.4,4.2,.806,2.4,4.5,6.8,1.6,0.9,0.3,1.9,2.6,16.9
2011,2010-2011,4,Seth Curry,37,19,25.0,2.7,6.5,.423,1.0,2.5,.402,1.7,4.0,.435,1.8,2.3,.788,0.4,1.4,1.8,2.0,1.4,0.1,0.9,1.7,9.0
2011,2010-2011,5,Andre Dawkins,37,7,21.0,2.7,5.6,.481,1.0,1.6,.621,1.7,4.1,.427,0.9,1.2,.791,0.2,1.6,1.9,0.6,0.6,0.1,0.8,1.6,8.1
2011,2010-2011,6,Mason Plumlee,37,31,25.9,3.0,5.1,.589,3.0,5.1,.596,0.0,0.1,.000,1.1,2.5,.441,2.6,5.8,8.5,1.5,0.9,1.7,2.0,2.6,7.2
2011,2010-2011,7,Ryan Kelly,37,27,20.1,2.6,5.0,.516,2.0,3.1,.635,0.6,1.9,.319,0.9,1.1,.805,1.1,2.6,3.7,0.8,0.7,1.4,0.8,2.1,6.6
2011,2010-2011,8,Miles Plumlee,37,16,16.7,1.9,3.7,.522,1.9,3.7,.522,0.0,0.0,,0.9,1.5,.593,1.9,2.9,4.8,0.4,0.5,0.5,0.9,2.4,4.8
2011,2010-2011,9,Tyler Thornton,34,3,9.9,0.4,0.9,.448,0.3,0.4,.643,0.1,0.4,.267,0.8,0.9,.839,0.1,0.6,0.6,1.0,0.5,0.0,0.6,1.6,1.6
2011,2010-2011,10,Josh Hairston,27,0,6.1,0.5,1.3,.361,0.5,1.3,.361,0.0,0.0,,0.5,0.9,.565,0.6,0.6,1.2,0.1,0.1,0.0,0.3,1.0,1.4
2011,2010-2011,11,Casey Peters,10,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.0
2011,2010-2011,12,Todd Zafirovski,5,0,2.2,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2010,2009-2010,1,Jon Scheyer,40,40,36.8,5.3,13.3,.399,2.6,6.1,.418,2.8,7.2,.383,4.9,5.5,.878,0.8,2.8,3.6,4.9,1.6,0.3,1.6,1.4,18.2
2010,2009-2010,2,Kyle Singler,40,40,35.9,5.7,13.8,.415,3.6,8.4,.424,2.1,5.3,.399,4.2,5.2,.798,2.3,4.8,7.0,2.4,1.0,0.8,2.0,2.2,17.7
2010,2009-2010,3,Nolan Smith,38,38,35.5,6.3,14.3,.441,4.7,10.2,.460,1.6,4.0,.392,3.2,4.2,.767,0.9,1.9,2.8,3.0,1.2,0.2,1.8,1.8,17.4
2010,2009-2010,4,Brian Zoubek,40,16,18.7,2.3,3.5,.638,2.3,3.5,.638,0.0,0.0,,1.1,2.0,.551,3.6,4.2,7.7,1.0,0.7,0.8,1.2,3.5,5.6
2010,2009-2010,5,Miles Plumlee,40,24,16.4,2.1,3.7,.561,2.1,3.7,.558,0.0,0.0,1.000,1.0,1.5,.661,1.6,3.3,4.9,0.3,0.5,0.7,1.1,2.6,5.2
2010,2009-2010,6,Lance Thomas,40,39,25.3,1.7,3.9,.439,1.7,3.9,.439,0.0,0.0,,1.4,1.9,.743,2.4,2.5,4.9,0.9,0.6,0.2,1.5,3.0,4.8
2010,2009-2010,7,Andre Dawkins,38,0,12.6,1.4,3.6,.397,0.5,1.1,.439,0.9,2.5,.379,0.7,0.9,.735,0.2,1.0,1.1,0.3,0.3,0.1,0.4,0.9,4.4
2010,2009-2010,8,Mason Plumlee,34,1,14.1,1.4,3.1,.462,1.4,2.9,.480,0.1,0.2,.250,0.7,1.4,.543,1.1,1.9,3.1,0.9,0.5,0.9,0.9,2.1,3.7
2010,2009-2010,9,Olek Czyz,6,2,10.2,1.2,2.0,.583,1.0,1.3,.750,0.2,0.7,.250,0.0,0.0,,0.7,1.3,2.0,0.8,0.3,0.0,0.5,0.7,2.5
2010,2009-2010,10,Ryan Kelly,35,0,6.5,0.5,1.3,.356,0.3,0.7,.423,0.1,0.5,.263,0.1,0.2,.667,0.2,0.9,1.1,0.4,0.2,0.4,0.2,1.0,1.2
2010,2009-2010,11,Jordan Davidson,21,0,2.6,0.0,0.2,.200,0.0,0.1,.000,0.0,0.1,.500,0.3,0.5,.600,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.3,0.4
2010,2009-2010,12,Steve Johnson,14,0,1.7,0.1,0.2,.333,0.1,0.2,.333,0.0,0.0,,0.2,0.3,.750,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.4
2010,2009-2010,13,Casey Peters,7,0,1.1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0
2009,2008-2009,1,Gerald Henderson,37,36,29.7,5.8,12.8,.450,4.6,9.5,.490,1.1,3.3,.336,3.9,5.1,.761,1.2,3.7,4.9,2.5,1.2,0.8,2.2,1.7,16.5
2009,2008-2009,2,Kyle Singler,37,36,32.2,5.6,12.8,.441,3.8,7.9,.476,1.9,4.9,.383,3.4,4.7,.713,3.0,4.6,7.7,2.4,1.5,1.0,2.5,2.7,16.5
2009,2008-2009,3,Jon Scheyer,37,35,32.8,3.9,9.9,.397,1.8,4.4,.411,2.1,5.5,.385,4.8,5.8,.836,1.1,2.5,3.6,2.8,1.6,0.2,1.5,1.7,14.9
2009,2008-2009,4,Nolan Smith,34,21,21.6,2.9,6.8,.426,2.1,4.5,.467,0.8,2.3,.346,1.8,2.1,.849,0.7,1.5,2.2,1.7,0.9,0.1,1.6,2.1,8.4
2009,2008-2009,5,Lance Thomas,37,16,18.6,1.9,3.1,.626,1.9,3.1,.626,0.0,0.0,,1.4,2.5,.553,1.9,1.7,3.6,0.5,0.5,0.3,0.8,2.6,5.3
2009,2008-2009,6,Greg Paulus,36,5,16.1,1.6,4.2,.373,0.5,1.1,.475,1.0,3.1,.336,0.8,1.1,.692,0.2,1.1,1.3,1.3,0.8,0.0,0.8,1.4,4.9
2009,2008-2009,7,Elliot Williams,34,12,16.6,1.6,3.7,.441,1.4,2.7,.516,0.3,1.1,.250,0.7,1.4,.500,0.9,1.4,2.3,0.7,0.6,0.0,0.9,1.7,4.2
2009,2008-2009,8,Brian Zoubek,36,17,11.9,1.7,2.9,.575,1.7,2.9,.575,0.0,0.0,,0.7,0.8,.828,1.8,1.9,3.7,0.4,0.4,0.8,0.7,2.0,4.1
2009,2008-2009,9,David McClure,36,3,15.8,0.8,1.5,.519,0.8,1.3,.563,0.0,0.2,.167,0.3,0.6,.455,1.0,2.5,3.5,1.1,0.8,0.5,0.4,1.3,1.9
2009,2008-2009,10,Miles Plumlee,24,2,6.9,0.8,1.6,.474,0.8,1.6,.474,0.0,0.0,,0.3,0.5,.545,0.5,0.9,1.4,0.0,0.2,0.5,0.8,1.5,1.8
2009,2008-2009,11,Martynas Pocius,22,2,6.1,0.5,1.8,.282,0.3,0.6,.538,0.2,1.2,.154,0.3,0.3,.857,0.2,0.4,0.6,0.3,0.3,0.0,0.5,0.6,1.5
2009,2008-2009,12,Olek Czyz,13,0,3.9,0.2,1.0,.231,0.2,0.8,.300,0.0,0.2,.000,0.2,0.5,.333,0.5,0.5,0.9,0.2,0.0,0.1,0.6,0.2,0.6
2009,2008-2009,13,Steve Johnson,4,0,2.5,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,0.0,0.3,.000,,,0.3,0.0,0.0,0.0,0.0,0.5,0.5
2008,2007-2008,1,DeMarcus Nelson,34,34,30.9,5.1,10.3,.490,3.9,7.3,.532,1.2,3.0,.388,3.2,5.4,.601,1.4,4.4,5.8,2.9,1.6,0.3,2.5,2.3,14.5
2008,2007-2008,2,Kyle Singler,34,34,28.6,4.7,10.2,.457,3.2,5.8,.545,1.5,4.4,.340,2.4,3.1,.774,2.1,3.8,5.8,1.4,1.1,0.7,2.2,3.1,13.3
2008,2007-2008,3,Gerald Henderson,34,33,26.2,4.6,9.7,.474,4.0,7.8,.511,0.6,1.9,.317,3.0,4.4,.669,1.4,3.3,4.7,1.6,1.1,0.9,2.0,2.1,12.7
2008,2007-2008,4,Jon Scheyer,34,1,28.3,3.4,7.6,.444,2.0,4.1,.493,1.4,3.6,.388,3.5,4.0,.889,1.0,2.9,3.9,2.4,1.4,0.3,1.1,1.6,11.7
2008,2007-2008,5,Greg Paulus,34,33,27.7,3.5,8.2,.423,1.0,2.4,.422,2.4,5.8,.423,2.0,2.4,.827,0.4,1.8,2.1,3.2,1.5,0.1,1.6,2.5,11.4
2008,2007-2008,6,Nolan Smith,34,1,14.7,2.1,4.4,.467,1.4,2.7,.516,0.6,1.7,.386,1.2,1.5,.769,0.4,1.2,1.5,1.3,0.5,0.1,1.4,1.7,5.9
2008,2007-2008,7,Taylor King,34,0,9.7,1.9,4.5,.414,0.6,1.1,.526,1.3,3.4,.377,0.5,0.9,.586,0.7,1.3,2.0,0.4,0.3,0.4,0.6,0.9,5.5
2008,2007-2008,8,Lance Thomas,32,28,18.5,1.5,3.0,.505,1.5,3.0,.505,0.0,0.0,,1.2,2.3,.521,1.8,1.5,3.3,0.3,0.6,0.4,1.0,3.0,4.3
2008,2007-2008,9,Martynas Pocius,4,0,8.0,1.3,3.3,.385,0.8,1.3,.600,0.5,2.0,.250,1.0,1.0,1.000,1.3,1.0,2.3,1.0,0.5,0.0,0.8,0.5,4.0
2008,2007-2008,10,Brian Zoubek,25,2,10.5,1.6,2.8,.594,1.6,2.8,.594,0.0,0.0,,0.5,1.2,.448,1.6,1.9,3.4,0.5,0.4,0.7,0.8,1.7,3.8
2008,2007-2008,11,David McClure,30,4,8.9,0.5,1.1,.438,0.5,1.0,.467,0.0,0.1,.000,0.1,0.2,.286,0.5,1.4,1.9,0.4,0.4,0.2,0.4,0.9,1.0
2008,2007-2008,12,Jordan Davidson,13,0,1.5,0.2,0.4,.400,0.2,0.2,.667,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,0.0,0.2,0.1,0.0,0.2,0.2,0.3
2007,2006-2007,1,DeMarcus Nelson,33,31,31.9,5.3,11.0,.478,3.9,7.4,.535,1.3,3.7,.364,2.2,3.7,.593,1.4,4.0,5.4,2.0,1.3,0.5,2.5,2.3,14.1
2007,2006-2007,2,Josh McRoberts,33,32,35.3,5.0,9.9,.502,4.8,9.2,.523,0.2,0.7,.217,2.9,4.4,.664,2.1,5.8,7.9,3.5,1.2,2.5,2.4,2.5,13.0
2007,2006-2007,3,Jon Scheyer,33,32,33.7,3.4,8.6,.398,1.6,3.5,.444,1.8,5.1,.365,3.5,4.1,.846,1.2,2.1,3.3,1.8,1.2,0.2,1.6,1.7,12.2
2007,2006-2007,4,Greg Paulus,33,29,32.4,3.9,8.6,.456,1.9,4.1,.463,2.1,4.6,.450,1.8,2.5,.753,0.6,1.6,2.2,3.8,1.2,0.1,3.1,2.8,11.8
2007,2006-2007,5,Gerald Henderson,32,10,19.3,2.7,6.0,.451,2.5,5.3,.470,0.3,0.8,.320,1.2,1.8,.627,0.9,2.0,2.9,1.1,0.5,0.3,1.3,1.4,6.8
2007,2006-2007,6,David McClure,33,11,21.7,1.6,3.3,.491,1.5,3.1,.485,0.1,0.2,.571,0.8,1.3,.619,1.6,3.4,4.9,0.5,1.2,0.7,1.2,2.1,4.2
2007,2006-2007,7,Lance Thomas,31,18,14.9,1.5,2.6,.568,1.5,2.6,.568,0.0,0.0,,1.0,1.7,.593,1.2,1.3,2.5,0.0,0.5,0.1,1.4,2.7,4.0
2007,2006-2007,8,Brian Zoubek,32,2,7.3,1.0,2.0,.524,1.0,2.0,.524,0.0,0.0,,1.0,1.5,.667,1.0,1.3,2.2,0.2,0.1,0.3,1.2,1.2,3.1
2007,2006-2007,9,Martynas Pocius,27,0,7.1,0.7,1.6,.432,0.4,0.7,.611,0.3,1.0,.308,0.2,0.3,.857,0.1,0.4,0.6,0.3,0.1,0.0,0.7,0.9,1.9
2007,2006-2007,10,Jamal Boykin,3,0,10.0,0.7,0.7,1.000,0.7,0.7,1.000,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,0.0,0.7,1.0,0.3,1.7,1.3
2007,2006-2007,11,Jordan Davidson,11,0,1.4,0.0,0.1,.000,0.0,0.1,.000,0.0,0.0,,0.2,0.2,1.000,,,0.3,0.0,0.0,0.0,0.2,0.2,0.2
2007,2006-2007,12,Steve Johnson,3,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
2007,2006-2007,13,Joe Pagliuca,3,0,0.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
2007,2006-2007,14,Nick Sutton,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,2005-2006,1,J.J. Redick,36,36,37.1,8.4,17.9,.470,4.5,8.7,.521,3.9,9.2,.421,6.1,7.1,.863,0.2,1.8,2.0,2.6,1.4,0.1,2.5,1.5,26.8
2006,2005-2006,2,Shelden Williams,36,36,33.3,6.6,11.4,.578,6.5,11.2,.582,0.1,0.2,.333,5.6,7.5,.744,3.3,7.4,10.7,1.1,1.7,3.8,2.5,3.2,18.8
2006,2005-2006,3,Josh McRoberts,36,31,24.5,3.2,5.3,.605,3.1,4.9,.621,0.1,0.4,.385,2.1,3.2,.664,1.7,3.6,5.3,1.5,1.1,1.3,1.4,3.0,8.7
2006,2005-2006,4,Sean Dockery,36,32,29.7,2.6,5.6,.465,1.6,3.2,.518,0.9,2.4,.395,1.0,1.4,.692,0.8,2.2,3.0,2.6,1.7,0.1,1.3,2.5,7.1
2006,2005-2006,5,DeMarcus Nelson,24,7,21.5,2.5,5.6,.452,1.5,3.1,.486,1.0,2.5,.410,1.0,1.5,.649,1.0,2.4,3.4,1.2,0.8,0.1,1.8,2.0,7.1
2006,2005-2006,6,Greg Paulus,36,33,32.3,2.0,5.4,.373,1.4,3.4,.407,0.6,1.9,.314,2.1,2.7,.784,0.4,2.4,2.8,5.2,1.6,0.0,3.3,2.2,6.7
2006,2005-2006,7,Lee Melchionni,36,5,19.9,1.8,4.9,.364,0.7,1.4,.471,1.1,3.5,.320,1.1,1.6,.667,0.8,2.5,3.2,0.9,1.0,0.1,0.7,2.1,5.7
2006,2005-2006,8,Martynas Pocius,28,0,6.1,0.6,1.2,.485,0.4,0.6,.647,0.2,0.6,.313,0.2,0.3,.625,0.1,0.2,0.3,0.5,0.3,0.0,0.4,0.7,1.5
2006,2005-2006,9,Jamal Boykin,26,0,2.7,0.3,0.7,.471,0.3,0.7,.471,0.0,0.0,,0.3,0.4,.900,0.3,0.5,0.8,0.1,0.1,0.2,0.3,0.6,1.0
2006,2005-2006,10,Eric Boateng,20,0,2.5,0.3,0.4,.857,0.3,0.4,.857,0.0,0.0,,0.1,0.1,1.000,0.2,0.4,0.6,0.1,0.1,0.0,0.3,0.6,0.7
2006,2005-2006,11,Patrick Johnson,13,0,1.8,0.2,0.2,1.000,0.2,0.2,1.000,0.0,0.0,,0.0,0.0,,0.1,0.2,0.3,0.0,0.0,0.1,0.2,0.5,0.5
2006,2005-2006,12,Ross Perkins,6,0,2.0,0.2,0.3,.500,0.0,0.2,.000,0.2,0.2,1.000,0.0,0.0,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.5
2006,2005-2006,13,Jordan Davidson,10,0,1.1,0.1,0.2,.500,0.0,0.1,.000,0.1,0.1,1.000,0.0,0.0,,,,0.1,0.0,0.1,0.0,0.1,0.0,0.3
2006,2005-2006,14,Joe Pagliuca,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,2004-2005,1,J.J. Redick,33,33,37.3,6.1,15.0,.408,2.5,5.9,.415,3.7,9.1,.403,5.9,6.3,.938,0.4,2.8,3.3,2.6,1.1,0.1,2.5,1.1,21.8
2005,2004-2005,2,Shelden Williams,33,33,33.6,5.8,9.9,.582,5.8,9.9,.582,0.0,0.0,,4.0,6.0,.662,3.8,7.3,11.2,0.9,1.3,3.7,2.6,2.9,15.5
2005,2004-2005,3,Daniel Ewing,33,32,34.5,5.5,12.8,.427,3.4,6.8,.498,2.1,6.0,.347,2.2,3.2,.692,0.7,2.5,3.2,4.0,2.0,0.4,3.0,3.0,15.3
